pattern,support
"[1, 4, 3, 5, 7, 8, 6, 2]",2.3605267298
"[1, 4, 3, 6, 2, 5]",6.1489980126
"[1, 4, 3, 6, 5, 2]",13.0512004901
"[1, 4, 3, 6, 7, 5, 2]",2.3807033448
"[1, 4, 3, 6, 8, 7, 5, 2]",3.0034152913
"[1, 4, 3, 7, 5, 2, 6]",2.4504889128
"[1, 4, 3, 7, 6, 5, 2]",4.1939135405
"[1, 4, 5, 2, 3, 6, 7, 8]",3.3798607712
"[1, 4, 5, 2, 3, 6, 7]",8.0898741182
"[1, 4, 5, 2, 3, 6]",14.3828512309
"[1, 4, 5, 2, 3, 7, 6]",5.3838584785
"[1, 4, 5, 2, 3]",59.7321175563
"[1, 4, 5, 2, 6, 3]",7.0401568066
"[1, 4, 5, 2, 6, 7, 3]",2.7937323164
"[1, 4, 5, 3, 2, 6, 7, 8, 9]",2.1649731925
"[1, 4, 5, 3, 2, 6, 7, 8]",5.1136509191
"[1, 4, 5, 3, 2, 6, 7, 9, 8]",2.2207716672
"[1, 4, 5, 3, 2, 6, 7]",12.9074460145
"[1, 4, 5, 3, 2, 6, 8, 7, 9]",2.3588386080
"[1, 4, 5, 3, 2, 6, 8, 7]",6.5414966401
"[1, 4, 5, 3, 2, 6]",18.7094940564
"[1, 4, 5, 3, 2, 7, 6, 8]",2.2417244287
"[1, 4, 5, 3, 2, 7, 6]",4.2260301136
"[1, 4, 5, 3, 2]",106.1423044829
"[1, 4, 5, 3, 6, 2]",6.6092734387
"[1, 4, 5, 3, 6, 7, 2]",2.3927849515
"[1, 4, 5, 6, 2, 3, 7]",3.2635120079
"[1, 4, 5, 6, 2, 3]",18.1290401469
"[1, 4, 5, 6, 3, 2, 7]",2.4042344123
"[1, 4, 5, 6, 3, 2]",20.3186495351
"[1, 4, 5, 6, 7, 2, 3]",2.5194806204
"[1, 4, 5, 7, 2, 3, 6]",3.5684036317
"[1, 4, 5, 7, 6, 2, 3]",9.2028786250
"[1, 4, 5, 7, 6, 3, 2]",6.1739279168
"[1, 4, 5, 8, 7, 6, 3, 2]",3.2526473475
"[1, 4, 6, 2, 3, 5]",5.7001395387
"[1, 4, 6, 2, 5, 3]",4.4268692952
"[1, 4, 6, 3, 2, 5, 7, 8]",2.4422036911
"[1, 4, 6, 3, 2, 5, 7]",5.0321747204
"[1, 4, 6, 3, 2, 5]",6.7592589253
"[1, 4, 6, 3, 5, 2]",6.9746280651
"[1, 4, 6, 5, 2, 3, 7, 8]",4.3481440847
"[1, 4, 6, 5, 2, 3, 7]",4.8342668677
"[1, 4, 6, 5, 2, 3]",18.1910280215
"[1, 4, 6, 5, 3, 2, 7, 8]",2.5650474884
"[1, 4, 6, 5, 3, 2, 7]",4.2238586671
"[1, 4, 6, 5, 3, 2]",34.2808428640
"[1, 4, 6, 5, 7, 2, 3]",2.1549747151
"[1, 4, 6, 5, 7, 3, 2]",5.6174925614
"[1, 4, 6, 7, 3, 2, 5]",2.1792439587
"[1, 4, 6, 7, 3, 5, 2]",2.0233735404
"[1, 4, 6, 7, 5, 2, 3]",4.4747875565
"[1, 4, 6, 7, 5, 3, 2]",8.3708320489
"[1, 4, 6, 8, 7, 5, 2, 3]",4.1767473121
"[1, 4, 6, 8, 7, 5, 3, 2]",2.0400846413
"[1, 4, 7, 5, 2, 3, 8, 9, 6]",2.3133125964
"[1, 4, 7, 5, 2, 6, 3]",2.3151874080
"[1, 4, 7, 5, 3, 2, 6, 8]",2.3870981039
"[1, 4, 7, 5, 3, 2, 6]",3.2728195933
"[1, 4, 7, 5, 6, 2, 3]",3.2141902234
"[1, 4, 7, 5, 6, 3, 2]",4.9270693924
"[1, 4, 7, 6, 3, 5, 2]",2.4635161051
"[1, 4, 7, 6, 5, 2, 3]",5.2580772370
"[1, 4, 7, 6, 5, 3, 2]",4.9777503823
"[1, 4, 7, 8, 6, 5, 2, 3]",2.8749428221
"[1, 5, 2, 3, 4, 6, 7, 8, 9]",2.1059304615
"[1, 5, 2, 3, 4, 6, 7, 8]",4.2131818088
"[1, 5, 2, 3, 4, 6, 7]",10.6111775502
"[1, 5, 2, 3, 4, 6, 8, 7]",3.6275118396
"[1, 5, 2, 3, 4, 6]",16.7179092732
"[1, 5, 2, 3, 4, 7, 6]",2.1044158933
"[1, 5, 2, 3, 4, 7, 8, 6]",2.0613745519
"[1, 5, 2, 3, 4]",32.9714159383
"[1, 5, 2, 3, 6, 4]",5.3562102810
"[1, 5, 2, 4, 3, 6, 7]",2.3188202049
"[1, 5, 2, 4, 3, 6]",5.6889886424
"[1, 5, 2, 4, 3, 7, 6]",2.0021824888
"[1, 5, 2, 4, 3]",24.5660331866
"[1, 5, 2, 4, 6, 3]",2.5679305387
"[1, 5, 2, 6, 3, 4]",5.1266504138
"[1, 5, 2, 6, 4, 3]",2.1907582347
"[1, 5, 3, 2, 4, 6, 7, 8, 9]",2.1673069660
"[1, 5, 3, 2, 4, 6, 7, 8]",4.0503744293
"[1, 5, 3, 2, 4, 6, 7]",7.6615293406
"[1, 5, 3, 2, 4, 6, 8, 7]",3.0371028972
"[1, 5, 3, 2, 4, 6]",15.0695398648
"[1, 5, 3, 2, 4, 7, 6]",3.8146149165
"[1, 5, 3, 2, 4]",41.3904472954
"[1, 5, 3, 2, 6, 4]",8.0994593803
"[1, 5, 3, 2, 7, 4, 6, 8]",2.2109163542
"[1, 5, 3, 2, 7, 4, 6]",2.2108204213
"[1, 5, 3, 4, 2, 6]",5.0553733655
"[1, 5, 3, 4, 2, 7, 6, 8]",2.3521560152
"[1, 5, 3, 4, 2, 7, 6]",2.3520539539
"[1, 5, 3, 4, 2]",42.4106454951
"[1, 5, 3, 4, 6, 2]",4.9639354469
"[1, 5, 3, 4, 7, 6, 2]",3.8252523225
"[1, 5, 3, 6, 2, 4, 7]",2.2588727665
"[1, 5, 3, 6, 2, 4]",6.3393501286
"[1, 5, 3, 6, 4, 2]",8.8255239707
"[1, 5, 3, 6, 7, 4, 2]",2.1520366198
"[1, 5, 4, 2, 3, 6, 7, 8]",4.0704452050
"[1, 5, 4, 2, 3, 6, 7]",9.3146263898
"[1, 5, 4, 2, 3, 6, 8, 7]",3.3661209371
"[1, 5, 4, 2, 3, 6]",21.3944021586
"[1, 5, 4, 2, 3, 7, 6, 8]",3.0569279321
"[1, 5, 4, 2, 3, 7, 6]",6.2548318545
"[1, 5, 4, 2, 3]",59.9983106975
"[1, 5, 4, 2, 6, 3]",3.5076420005
"[1, 5, 4, 3, 2, 6, 7, 8]",5.0524170121
"[1, 5, 4, 3, 2, 6, 7, 9, 8]",2.9330811499
"[1, 5, 4, 3, 2, 6, 7]",9.7633014757
"[1, 5, 4, 3, 2, 6, 8, 7]",3.7357379012
"[1, 5, 4, 3, 2, 6]",15.3930632552
"[1, 5, 4, 3, 2, 7, 6]",3.3664464547
"[1, 5, 4, 3, 2]",82.8160102981
"[1, 5, 4, 3, 6, 2]",4.0916248729
"[1, 5, 4, 6, 2, 3]",6.9699532369
"[1, 5, 4, 6, 3, 2]",4.5108004600
"[1, 5, 4, 6, 7, 3, 2]",6.6737188468
"[1, 5, 6, 2, 3, 4]",4.4653520151
"[1, 5, 6, 2, 4, 3]",5.1962588818
"[1, 5, 6, 3, 2, 4, 7]",2.4733676525
"[1, 5, 6, 3, 2, 4]",9.3249437423
"[1, 5, 6, 3, 4, 2]",9.6398201032
"[1, 5, 6, 4, 2, 3, 7, 8]",2.3276063910
"[1, 5, 6, 4, 2, 3, 7]",2.7012090039
"[1, 5, 6, 4, 2, 3]",17.2681460154
"[1, 5, 6, 4, 3, 2, 7]",2.9117446372
"[1, 5, 6, 4, 3, 2]",22.3467827080
"[1, 5, 6, 7, 3, 4, 2]",3.0975797378
"[1, 5, 6, 7, 4, 2, 3, 8]",2.2182348028
"[1, 5, 6, 7, 4, 2, 3]",4.6236640140
"[1, 5, 7, 6, 3, 2, 4]",5.8276793179
"[1, 5, 7, 6, 3, 4, 2]",2.8581360591
"[1, 5, 7, 6, 4, 2, 3]",3.1165286428
"[1, 5, 7, 6, 4, 3, 2]",5.3905290820
"[1, 5, 7, 8, 6, 4, 2, 3]",2.0849881778
"[1, 6, 2, 3, 4, 5]",4.4656457621
"[1, 6, 2, 3, 5, 4]",2.6532217073
"[1, 6, 2, 4, 3, 5]",2.7112578430
"[1, 6, 2, 4, 5, 3]",2.6899937676
"[1, 6, 2, 5, 3, 4]",3.4577090479
"[1, 6, 3, 2, 4, 5, 7, 8]",2.6917681870
"[1, 6, 3, 2, 4, 5, 7]",2.6916513898
"[1, 6, 3, 2, 4, 5]",3.5938079055
"[1, 6, 3, 2, 5, 4]",3.1542366243
"[1, 6, 3, 4, 2, 5]",4.4156725675
"[1, 6, 3, 4, 5, 2]",2.5366198702
"[1, 6, 3, 5, 2, 4, 7]",3.2190846893
"[1, 6, 3, 5, 2, 4]",4.6852253551
"[1, 6, 3, 5, 4, 2]",4.4319868148
"[1, 6, 3, 7, 2, 4, 5]",2.2610988164
"[1, 6, 4, 2, 3, 5, 7]",3.4475057365
"[1, 6, 4, 2, 3, 5]",5.6986225985
"[1, 6, 4, 2, 5, 3]",6.4930396061
"[1, 6, 4, 3, 2, 5]",4.6796468558
"[1, 6, 4, 3, 5, 2]",3.7051139772
"[1, 6, 4, 5, 2, 3]",6.7111404959
"[1, 6, 4, 5, 3, 2]",8.9296615319
"[1, 6, 5, 2, 3, 4, 7, 8]",2.8740777568
"[1, 6, 5, 2, 3, 4, 7]",3.6563271999
"[1, 6, 5, 2, 3, 4]",10.0577823504
"[1, 6, 5, 2, 3, 7, 4]",2.5634012307
"[1, 6, 5, 2, 4, 3]",5.3656319930
"[1, 6, 5, 3, 2, 4, 7]",3.8117548852
"[1, 6, 5, 3, 2, 4]",13.0915431158
"[1, 6, 5, 3, 4, 2, 7]",2.1813170917
"[1, 6, 5, 3, 4, 2]",7.1952364746
"[1, 6, 5, 4, 2, 3, 7]",2.0748268685
"[1, 6, 5, 4, 2, 3]",11.5619152612
"[1, 6, 5, 4, 3, 2, 7]",2.8223990061
"[1, 6, 5, 4, 3, 2]",14.7864204597
"[1, 6, 5, 7, 8, 4, 3, 2]",2.6444831467
"[1, 6, 7, 3, 2, 4, 5]",2.1790809663
"[1, 6, 7, 4, 5, 3, 2]",3.6984907941
"[1, 6, 7, 5, 2, 4, 3]",2.7891827655
"[1, 6, 7, 5, 3, 2, 4]",3.1691767703
"[1, 6, 7, 5, 4, 2, 3]",3.4427250887
"[1, 6, 7, 5, 4, 3, 2]",2.8594141976
"[1, 6, 8, 7, 5, 4, 3, 2]",2.7207456569
"[1, 7, 5, 6, 4, 2, 3]",4.2946141355
"[1, 7, 6, 2, 3, 4, 5]",2.6134755142
"[1, 7, 6, 3, 2, 4, 5]",2.1743135851
"[1, 7, 6, 3, 2, 5, 4]",2.0273004447
"[1, 7, 6, 5, 2, 4, 3]",3.3705264735
"[1, 7, 6, 5, 3, 2, 4]",2.4638223367
"[1, 7, 6, 5, 3, 4, 2]",2.7073070819
"[1, 7, 6, 5, 4, 3, 2]",2.6339345678
"[10, 11, 9, 8, 7, 6, 2, 1, 3, 5, 4]",2.6326089916
"[10, 11, 9, 8, 7, 6, 5, 4, 3, 2, 1]",4.0688321097
"[10, 8, 5, 7, 9, 6, 4, 3, 1, 2]",2.3467802154
"[10, 8, 7, 9, 6, 5, 4, 3, 2, 1]",5.4671500351
"[10, 8, 9, 7, 5, 6, 4, 3, 2, 1]",2.1507491357
"[10, 8, 9, 7, 6, 3, 4, 5, 1, 2]",2.1538028920
"[10, 8, 9, 7, 6, 4, 5, 3, 1, 2]",2.4173182098
"[10, 8, 9, 7, 6, 5, 2, 1, 3, 4]",3.4817791106
"[10, 8, 9, 7, 6, 5, 4, 2, 1, 3]",3.8735197450
"[10, 8, 9, 7, 6, 5, 4, 3, 1, 2]",2.2516470306
"[10, 8, 9, 7, 6, 5, 4, 3, 2, 1]",2.7146923812
"[10, 9, 6, 7, 8, 5, 4, 3, 2, 1]",2.2140165255
"[10, 9, 6, 8, 7, 5, 3, 1, 2, 4]",2.2895718967
"[10, 9, 6, 8, 7, 5, 3, 4, 2, 1]",2.0477151382
"[10, 9, 6, 8, 7, 5, 4, 3, 2, 1]",2.2275259528
"[10, 9, 7, 6, 8, 5, 4, 3, 2, 1]",4.5683402578
"[10, 9, 7, 8, 6, 5, 1, 2, 3, 4]",2.7174387459
"[10, 9, 7, 8, 6, 5, 3, 4, 2, 1]",3.8953511094
"[10, 9, 7, 8, 6, 5, 4, 1, 2, 3]",2.0146605375
"[10, 9, 7, 8, 6, 5, 4, 2, 3, 1]",3.0779228452
"[10, 9, 7, 8, 6, 5, 4, 3, 1, 2]",2.6535838576
"[10, 9, 7, 8, 6, 5, 4, 3, 2, 1]",2.9238373802
"[10, 9, 8, 4, 2, 1, 3, 6, 7, 5]",2.6774976403
"[10, 9, 8, 5, 7, 6, 4, 3, 1, 2]",2.8703233802
"[10, 9, 8, 5, 7, 6, 4, 3, 2, 1]",2.5665626463
"[10, 9, 8, 6, 5, 7, 4, 2, 1, 3]",2.2444068753
"[10, 9, 8, 6, 5, 7, 4, 3, 2, 1]",2.4846206870
"[10, 9, 8, 6, 7, 4, 2, 1, 5, 3]",2.1459677024
"[10, 9, 8, 6, 7, 5, 3, 4, 2, 1]",4.0805800758
"[10, 9, 8, 6, 7, 5, 4, 1, 3, 2]",2.6726505639
"[10, 9, 8, 6, 7, 5, 4, 3, 1, 2]",4.5719095385
"[10, 9, 8, 6, 7, 5, 4, 3, 2, 1]",4.0916905787
"[10, 9, 8, 7, 4, 6, 5, 3, 2, 1]",4.2692286837
"[10, 9, 8, 7, 5, 4, 2, 1, 3, 6]",2.5525545196
"[10, 9, 8, 7, 5, 4, 6, 3, 2, 1]",3.1089943148
"[10, 9, 8, 7, 5, 6, 4, 2, 1, 3]",2.5986946258
"[10, 9, 8, 7, 5, 6, 4, 3, 2, 1]",4.5038816537
"[10, 9, 8, 7, 6, 2, 1, 3, 4, 5]",2.0386195324
"[10, 9, 8, 7, 6, 2, 1, 3, 5, 4]",3.1575828356
"[10, 9, 8, 7, 6, 3, 4, 5, 2, 1]",2.0444002622
"[10, 9, 8, 7, 6, 4, 1, 2, 3, 5]",3.7765286818
"[10, 9, 8, 7, 6, 4, 3, 5, 2, 1]",2.2965683576
"[10, 9, 8, 7, 6, 4, 5, 1, 2, 3]",2.1690006915
"[10, 9, 8, 7, 6, 4, 5, 2, 1, 3]",2.3631051360
"[10, 9, 8, 7, 6, 4, 5, 3, 1, 2]",2.3386885625
"[10, 9, 8, 7, 6, 4, 5, 3, 2, 1]",4.9940152860
"[10, 9, 8, 7, 6, 5, 1, 4, 3, 2]",2.2979799567
"[10, 9, 8, 7, 6, 5, 2, 1, 3, 4]",3.3798234576
"[10, 9, 8, 7, 6, 5, 2, 3, 4, 1]",2.4407126358
"[10, 9, 8, 7, 6, 5, 3, 1, 2, 4]",3.1695630238
"[10, 9, 8, 7, 6, 5, 3, 4, 2, 1]",4.3489897614
"[10, 9, 8, 7, 6, 5, 4, 1, 2, 3]",4.0270715972
"[10, 9, 8, 7, 6, 5, 4, 2, 1, 3]",5.2770118041
"[10, 9, 8, 7, 6, 5, 4, 2, 3, 1]",5.4727425080
"[10, 9, 8, 7, 6, 5, 4, 3, 1, 2]",6.4646388132
"[10, 9, 8, 7, 6, 5, 4, 3, 2, 1]",13.3000332457
"[11, 10, 8, 7, 9, 6, 5, 4, 3, 2, 1]",3.5189306933
"[11, 10, 8, 9, 7, 6, 5, 4, 2, 1, 3]",2.3294199708
"[11, 10, 9, 6, 8, 7, 5, 3, 1, 2, 4]",2.2895718967
"[11, 10, 9, 7, 6, 8, 5, 4, 3, 2, 1]",2.4847285007
"[11, 10, 9, 7, 8, 6, 5, 4, 2, 3, 1]",2.4698110324
"[11, 10, 9, 8, 5, 7, 6, 4, 3, 2, 1]",2.5665626463
"[11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1]",3.1264265611
"[11, 10, 9, 8, 7, 6, 5, 2, 3, 4, 1]",2.4407126358
"[11, 10, 9, 8, 7, 6, 5, 3, 4, 2, 1]",3.3848454777
"[11, 10, 9, 8, 7, 6, 5, 4, 1, 2, 3]",3.5496047776
"[11, 10, 9, 8, 7, 6, 5, 4, 2, 1, 3]",2.9862718248
"[11, 10, 9, 8, 7, 6, 5, 4, 3, 1, 2]",3.3907747111
"[11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1]",5.5705220735
"[11, 12, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1]",2.1712623344
"[11, 9, 10, 8, 7, 6, 5, 2, 1, 3, 4]",2.7691047604
"[11, 9, 8, 10, 7, 6, 5, 4, 3, 2, 1]",2.1597285557
"[12, 11, 10, 8, 7, 9, 6, 5, 4, 3, 2, 1]",2.4848363191
"[12, 11, 10, 9, 8, 7, 6, 4, 5, 3, 2, 1]",2.1622404409
"[12, 11, 10, 9, 8, 7, 6, 5, 2, 3, 4, 1]",2.4407126358
"[12, 11, 10, 9, 8, 7, 6, 5, 4, 1, 2, 3]",2.2462025015
"[12, 11, 10, 9, 8, 7, 6, 5, 4, 3, 2, 1]",2.2853659492
"[2, 1, 3, 4, 5, 6, 7, 10, 8, 9, 11]",2.9115189868
"[2, 1, 3, 4, 5, 6, 7, 10, 8, 9]",4.8272494821
"[2, 1, 3, 4, 5, 6, 7, 10, 9, 8]",2.5769166594
"[2, 1, 3, 4, 5, 6, 7, 8, 10, 11, 9]",2.5142258541
"[2, 1, 3, 4, 5, 6, 7, 8, 10, 9]",7.3887925317
"[2, 1, 3, 4, 5, 6, 7, 8, 11, 9, 10]",3.2129780330
"[2, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",3.3512829531
"[2, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11]",7.6748204808
"[2, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 11]",3.1347741148
"[2, 1, 3, 4, 5, 6, 7, 8, 9, 10, 13, 12, 11]",2.0772272668
"[2, 1, 3, 4, 5, 6, 7, 8, 9, 10]",17.0500089973
"[2, 1, 3, 4, 5, 6, 7, 8, 9, 11, 10]",4.7963718913
"[2, 1, 3, 4, 5, 6, 7, 8, 9]",31.6745064693
"[2, 1, 3, 4, 5, 6, 7, 8]",68.3309795764
"[2, 1, 3, 4, 5, 6, 7, 9, 10, 8]",3.8379745853
"[2, 1, 3, 4, 5, 6, 7, 9, 8, 10, 11]",4.0158275077
"[2, 1, 3, 4, 5, 6, 7, 9, 8, 10]",6.8459340649
"[2, 1, 3, 4, 5, 6, 7, 9, 8]",18.2891409663
"[2, 1, 3, 4, 5, 6, 7]",138.1668216943
"[2, 1, 3, 4, 5, 6, 8, 7, 10, 9, 11]",2.4889349389
"[2, 1, 3, 4, 5, 6, 8, 7, 10, 9]",4.6485071701
"[2, 1, 3, 4, 5, 6, 8, 7, 9, 10, 11]",3.8737686197
"[2, 1, 3, 4, 5, 6, 8, 7, 9, 10]",8.0804198030
"[2, 1, 3, 4, 5, 6, 8, 7, 9, 11, 10]",2.3270884992
"[2, 1, 3, 4, 5, 6, 8, 7, 9]",14.4375462619
"[2, 1, 3, 4, 5, 6, 8, 7]",38.9307463677
"[2, 1, 3, 4, 5, 6, 8, 9, 10, 7]",2.3232883401
"[2, 1, 3, 4, 5, 6, 8, 9, 7, 10]",2.6171026135
"[2, 1, 3, 4, 5, 6, 8, 9, 7]",12.4241143872
"[2, 1, 3, 4, 5, 6, 9, 10, 8, 7]",2.9405620446
"[2, 1, 3, 4, 5, 6, 9, 7, 8]",3.2160626102
"[2, 1, 3, 4, 5, 6, 9, 8, 7, 10]",3.8699534828
"[2, 1, 3, 4, 5, 6, 9, 8, 7, 11, 10]",2.1688895553
"[2, 1, 3, 4, 5, 6, 9, 8, 7]",7.9483572745
"[2, 1, 3, 4, 5, 6]",264.7148670883
"[2, 1, 3, 4, 5, 7, 10, 9, 8, 6]",2.5113514619
"[2, 1, 3, 4, 5, 7, 6, 8, 10, 9]",2.1849897749
"[2, 1, 3, 4, 5, 7, 6, 8, 9, 10, 11]",2.9903538435
"[2, 1, 3, 4, 5, 7, 6, 8, 9, 10]",8.3921725974
"[2, 1, 3, 4, 5, 7, 6, 8, 9]",11.4307854653
"[2, 1, 3, 4, 5, 7, 6, 8]",21.6858024373
"[2, 1, 3, 4, 5, 7, 6, 9, 10, 11, 8]",3.3460234582
"[2, 1, 3, 4, 5, 7, 6, 9, 8]",4.4747598754
"[2, 1, 3, 4, 5, 7, 6]",73.2038815727
"[2, 1, 3, 4, 5, 7, 8, 6, 9, 10, 11, 12, 13]",2.1770871872
"[2, 1, 3, 4, 5, 7, 8, 6, 9, 10, 11, 12]",2.7474280084
"[2, 1, 3, 4, 5, 7, 8, 6, 9, 10, 11]",3.1893816942
"[2, 1, 3, 4, 5, 7, 8, 6, 9, 10]",4.1535900612
"[2, 1, 3, 4, 5, 7, 8, 6, 9]",4.6537412368
"[2, 1, 3, 4, 5, 7, 8, 6]",16.5869749884
"[2, 1, 3, 4, 5, 7, 9, 6, 8]",3.3250984140
"[2, 1, 3, 4, 5, 7, 9, 8, 6, 10]",2.2455413881
"[2, 1, 3, 4, 5, 7, 9, 8, 6]",9.1864790331
"[2, 1, 3, 4, 5, 8, 10, 9, 6, 7]",3.6552782331
"[2, 1, 3, 4, 5, 8, 10, 9, 7, 6]",2.0837927051
"[2, 1, 3, 4, 5, 8, 6, 7, 9]",4.8578347491
"[2, 1, 3, 4, 5, 8, 6, 7]",10.7953336432
"[2, 1, 3, 4, 5, 8, 7, 6, 10, 9]",2.2060663138
"[2, 1, 3, 4, 5, 8, 7, 6, 9]",4.7309281510
"[2, 1, 3, 4, 5, 8, 7, 6]",12.7456076824
"[2, 1, 3, 4, 5, 8, 9, 7, 6]",2.6652412745
"[2, 1, 3, 4, 5, 9, 8, 6, 7]",3.2571530376
"[2, 1, 3, 4, 5]",532.4065731667
"[2, 1, 3, 4, 6, 5, 7, 10, 9, 8]",3.5823081799
"[2, 1, 3, 4, 6, 5, 7, 8, 10, 9]",4.8304820145
"[2, 1, 3, 4, 6, 5, 7, 8, 9, 10]",5.3899525094
"[2, 1, 3, 4, 6, 5, 7, 8, 9, 11, 10]",2.9842594644
"[2, 1, 3, 4, 6, 5, 7, 8, 9]",12.3858035071
"[2, 1, 3, 4, 6, 5, 7, 8]",33.3526926136
"[2, 1, 3, 4, 6, 5, 7, 9, 8]",12.2864196419
"[2, 1, 3, 4, 6, 5, 7]",54.0191909720
"[2, 1, 3, 4, 6, 5, 8, 10, 9, 7]",2.8947359973
"[2, 1, 3, 4, 6, 5, 8, 7, 9]",2.5564386665
"[2, 1, 3, 4, 6, 5, 8, 7]",12.0980683969
"[2, 1, 3, 4, 6, 5, 8, 9, 7]",2.0921655775
"[2, 1, 3, 4, 6, 5, 9, 7, 8]",2.5869452550
"[2, 1, 3, 4, 6, 5, 9, 8, 7]",3.2550627218
"[2, 1, 3, 4, 6, 5]",141.5631072250
"[2, 1, 3, 4, 6, 7, 5, 8, 10, 9]",2.6065203023
"[2, 1, 3, 4, 6, 7, 5, 8, 9]",5.1658211907
"[2, 1, 3, 4, 6, 7, 5, 8]",7.3515046801
"[2, 1, 3, 4, 6, 7, 5]",25.5684436353
"[2, 1, 3, 4, 6, 7, 8, 5]",5.7665037003
"[2, 1, 3, 4, 6, 7, 9, 8, 5]",2.5110176937
"[2, 1, 3, 4, 6, 8, 5, 7]",4.9024708093
"[2, 1, 3, 4, 6, 8, 7, 5, 9]",3.3502716468
"[2, 1, 3, 4, 6, 8, 7, 5]",15.5631689862
"[2, 1, 3, 4, 6, 8, 9, 5, 7]",2.3311450983
"[2, 1, 3, 4, 6, 8, 9, 7, 5]",2.2025004199
"[2, 1, 3, 4, 6, 9, 7, 8, 5]",2.1319065360
"[2, 1, 3, 4, 7, 5, 6, 8, 9, 10, 11, 12]",2.0137274224
"[2, 1, 3, 4, 7, 5, 6, 8, 9, 10, 11]",2.4906512870
"[2, 1, 3, 4, 7, 5, 6, 8, 9, 10]",5.2758660840
"[2, 1, 3, 4, 7, 5, 6, 8, 9]",7.7578132870
"[2, 1, 3, 4, 7, 5, 6, 8]",11.0902351956
"[2, 1, 3, 4, 7, 5, 6, 9, 8]",2.1802345652
"[2, 1, 3, 4, 7, 5, 6]",20.1757694964
"[2, 1, 3, 4, 7, 6, 5, 8, 9, 10]",2.3414925715
"[2, 1, 3, 4, 7, 6, 5, 8, 9]",2.9017190367
"[2, 1, 3, 4, 7, 6, 5, 8]",8.0011624257
"[2, 1, 3, 4, 7, 6, 5]",25.2812952053
"[2, 1, 3, 4, 7, 6, 8, 5]",4.7083703112
"[2, 1, 3, 4, 7, 6, 8, 9, 5]",4.1784828691
"[2, 1, 3, 4, 7, 8, 5, 6]",3.8285554311
"[2, 1, 3, 4, 7, 8, 6, 5]",3.4356234242
"[2, 1, 3, 4, 7, 9, 8, 6, 5]",3.4708850993
"[2, 1, 3, 4, 8, 5, 7, 6]",3.6864634213
"[2, 1, 3, 4, 8, 6, 7, 5]",2.2242317095
"[2, 1, 3, 4, 8, 7, 5, 6]",2.9385647056
"[2, 1, 3, 4, 8, 7, 6, 5]",3.7859850220
"[2, 1, 3, 4, 8, 7, 9, 10, 6, 5]",2.8151688362
"[2, 1, 3, 4, 8, 9, 7, 5, 6]",2.3892168724
"[2, 1, 3, 4]",986.9199743919
"[2, 1, 3, 5, 4, 6, 7, 8, 9, 10, 11]",2.8741641470
"[2, 1, 3, 5, 4, 6, 7, 8, 9, 10]",4.7553775050
"[2, 1, 3, 5, 4, 6, 7, 8, 9]",9.0237628901
"[2, 1, 3, 5, 4, 6, 7, 8]",21.1251455083
"[2, 1, 3, 5, 4, 6, 7, 9, 8]",7.7965611534
"[2, 1, 3, 5, 4, 6, 7]",44.4807385187
"[2, 1, 3, 5, 4, 6, 8, 10, 9, 7]",2.1542061258
"[2, 1, 3, 5, 4, 6, 8, 7, 9, 10]",2.4066311687
"[2, 1, 3, 5, 4, 6, 8, 7, 9]",3.9643866433
"[2, 1, 3, 5, 4, 6, 8, 7]",13.2628091984
"[2, 1, 3, 5, 4, 6, 8, 9, 7, 10, 11]",2.0719818151
"[2, 1, 3, 5, 4, 6, 8, 9, 7, 10]",3.1757286784
"[2, 1, 3, 5, 4, 6, 8, 9, 7]",3.6787089105
"[2, 1, 3, 5, 4, 6, 9, 7, 8]",2.6422307681
"[2, 1, 3, 5, 4, 6, 9, 8, 7]",3.6092681906
"[2, 1, 3, 5, 4, 6]",82.5068522603
"[2, 1, 3, 5, 4, 7, 6, 8, 10, 9]",2.2070387436
"[2, 1, 3, 5, 4, 7, 6, 8, 9]",5.5666936486
"[2, 1, 3, 5, 4, 7, 6, 8]",9.4609670563
"[2, 1, 3, 5, 4, 7, 6]",20.6360742824
"[2, 1, 3, 5, 4, 7, 8, 6]",4.9641181906
"[2, 1, 3, 5, 4, 8, 7, 6]",4.4333050625
"[2, 1, 3, 5, 4]",260.7543715545
"[2, 1, 3, 5, 6, 4, 7, 8, 10, 9]",3.0908785803
"[2, 1, 3, 5, 6, 4, 7, 8, 9, 10]",3.5354039935
"[2, 1, 3, 5, 6, 4, 7, 8, 9]",8.1748659664
"[2, 1, 3, 5, 6, 4, 7, 8]",14.5987908737
"[2, 1, 3, 5, 6, 4, 7, 9, 8]",2.8503320564
"[2, 1, 3, 5, 6, 4, 7]",20.2744242449
"[2, 1, 3, 5, 6, 4, 8, 7]",2.7737474387
"[2, 1, 3, 5, 6, 4]",71.7987601244
"[2, 1, 3, 5, 6, 7, 4]",16.4957529644
"[2, 1, 3, 5, 6, 7, 8, 4]",4.0927178369
